iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category,subspecies,rank,subpopulation,country_code
190468,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SCORPAENIDAE,Pterois,Pterois volitans,NA,LC,NA,NA,NA,UM
190477,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Symbolophorus,Symbolophorus rufinus,NA,LC,NA,NA,NA,UM
190480,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SCOPELARCHIDAE,Scopelarchus,Scopelarchus michaelsarsi,NA,LC,NA,NA,NA,UM
190485,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,BATHYLAGIDAE,Melanolagus,Melanolagus bericoides,NA,LC,NA,NA,NA,UM
190688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,Calotomus carolinus,NA,LC,NA,NA,NA,UM
190694,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus globiceps,NA,LC,NA,NA,NA,UM
190704,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus tricolor,NA,LC,NA,NA,NA,UM
190718,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,Chlorurus perspicillatus,NA,LC,NA,NA,NA,UM
190727,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,Chlorurus spilurus,NA,LC,NA,NA,NA,UM
190728,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,Chlorurus microrhinos,NA,LC,NA,NA,NA,UM
190731,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus rubroviolaceus,NA,LC,NA,NA,NA,UM
190736,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus psittacus,NA,LC,NA,NA,NA,UM
190740,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus niger,NA,LC,NA,NA,NA,UM
190745,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hipposcarus,Hipposcarus longiceps,NA,LC,NA,NA,NA,UM
190747,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus forsteni,NA,LC,NA,NA,NA,UM
190749,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus pyrrostethus,NA,LC,NA,NA,NA,UM
190755,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus frenatus,NA,LC,NA,NA,NA,UM
190762,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,Chlorurus frontalis,NA,LC,NA,NA,NA,UM
192296,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus sanguinolentus,NA,LC,NA,NA,NA,UM
192297,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus bullatus,NA,LC,NA,NA,NA,UM
192316,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus textile,NA,LC,NA,NA,NA,UM
192318,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus nussatella,NA,LC,NA,NA,NA,UM
192321,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus striatus,NA,LC,NA,NA,NA,UM
192327,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus muriculatus,NA,LC,NA,NA,NA,UM
192342,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus emaciatus,NA,LC,NA,NA,NA,UM
192367,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus catus,NA,LC,NA,NA,NA,UM
192378,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus litoglyphus,NA,LC,NA,NA,NA,UM
192386,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus leopardus,NA,LC,NA,NA,NA,UM
192419,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus frigidus,NA,LC,NA,NA,NA,UM
192424,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus obscurus,NA,LC,NA,NA,NA,UM
192428,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus rattus,NA,LC,NA,NA,NA,UM
192440,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus circumactus,NA,LC,NA,NA,NA,UM
192506,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus pulicarius,NA,LC,NA,NA,NA,UM
192507,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus capitaneus,NA,LC,NA,NA,NA,UM
192521,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus retifer,NA,LC,NA,NA,NA,UM
192538,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus ferrugineus,NA,LC,NA,NA,NA,UM
192562,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus flavidus,NA,LC,NA,NA,NA,UM
192563,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus aulicus,NA,LC,NA,NA,NA,UM
192564,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus moreleti,NA,LC,NA,NA,NA,UM
192567,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus mitratus,NA,LC,NA,NA,NA,UM
192580,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus chaldaeus,NA,LC,NA,NA,NA,UM
192586,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus terebra,NA,LC,NA,NA,NA,UM
192587,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus bandanus,NA,LC,NA,NA,NA,UM
192590,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus miliaris,NA,LC,NA,NA,NA,UM
192615,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus eldredi,NA,DD,NA,NA,NA,UM
192634,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus miles,NA,LC,NA,NA,NA,UM
192636,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus coronatus,NA,LC,NA,NA,NA,UM
192664,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus episcopatus,NA,LC,NA,NA,NA,UM
192674,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus sponsalis,NA,LC,NA,NA,NA,UM
192694,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus varius,NA,LC,NA,NA,NA,UM
192700,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus eburneus,NA,LC,NA,NA,NA,UM
192704,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus acutangulus,NA,LC,NA,NA,NA,UM
192719,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus litteratus,NA,LC,NA,NA,NA,UM
192722,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus glans,NA,LC,NA,NA,NA,UM
192729,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus crocatus,NA,LC,NA,NA,NA,UM
192743,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus tessulatus,NA,LC,NA,NA,NA,UM
192772,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus geographus,NA,LC,NA,NA,NA,UM
192778,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus vexillum,NA,LC,NA,NA,NA,UM
192789,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus tulipa,NA,LC,NA,NA,NA,UM
192793,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus cylindraceus,NA,LC,NA,NA,NA,UM
192811,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus planorbis,NA,LC,NA,NA,NA,UM
192812,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus quercinus,NA,LC,NA,NA,NA,UM
192815,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus auricomus,NA,LC,NA,NA,NA,UM
192819,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus omaria,NA,LC,NA,NA,NA,UM
192843,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus legatus,NA,LC,NA,NA,NA,UM
192844,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus lividus,NA,LC,NA,NA,NA,UM
192848,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus adamsonii,NA,LC,NA,NA,NA,UM
192853,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus virgo,NA,LC,NA,NA,NA,UM
192870,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus arenatus,NA,LC,NA,NA,NA,UM
192879,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,Conus pertusus,NA,LC,NA,NA,NA,UM
192991,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Valenciennea,Valenciennea sexguttata,NA,LC,NA,NA,NA,UM
192996,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bryaninops,Bryaninops loki,NA,LC,NA,NA,NA,UM
193002,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Ctenogobiops,Ctenogobiops aurocingulus,NA,LC,NA,NA,NA,UM
193009,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pleurosicya,Pleurosicya fringilla,NA,LC,NA,NA,NA,UM
193017,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Paragobiodon,Paragobiodon lacunicolus,NA,LC,NA,NA,NA,UM
193027,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota cometa,NA,LC,NA,NA,NA,UM
193028,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pleurosicya,Pleurosicya micheli,NA,LC,NA,NA,NA,UM
193048,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gnatholepis,Gnatholepis anjerensis,NA,LC,NA,NA,NA,UM
193055,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Trimma,Trimma unisquamis,NA,LC,NA,NA,NA,UM
193076,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota zebrina,NA,LC,NA,NA,NA,UM
193085,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Valenciennea,Valenciennea strigata,NA,LC,NA,NA,NA,UM
193107,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota infulata,NA,LC,NA,NA,NA,UM
193108,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota afelei,NA,LC,NA,NA,NA,UM
193122,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Callogobius,Callogobius sclateri,NA,LC,NA,NA,NA,UM
193139,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota distigma,NA,LC,NA,NA,NA,UM
193143,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Oxyurichthys,Oxyurichthys lonchotus,NA,LC,NA,NA,NA,UM
193150,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Paragobiodon,Paragobiodon echinocephalus,NA,LC,NA,NA,NA,UM
193156,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Priolepis,Priolepis kappa,NA,LC,NA,NA,NA,UM
193159,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota prasites,NA,LC,NA,NA,NA,UM
193160,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius duospilus,NA,LC,NA,NA,NA,UM
193161,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Amblygobius,Amblygobius nocturnus,NA,LC,NA,NA,NA,UM
193167,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius neophytus,NA,LC,NA,NA,NA,UM
193171,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobiodon,Gobiodon rivulatus,NA,LC,NA,NA,NA,UM
193175,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota saipanensis,NA,LC,NA,NA,NA,UM
193179,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,Bathygobius cocosensis,NA,LC,NA,NA,NA,UM
193191,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Asterropteryx,Asterropteryx semipunctata,NA,LC,NA,NA,NA,UM
193202,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Oplopomus,Oplopomus oplopomus,NA,LC,NA,NA,NA,UM
193229,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Macrodontogobius,Macrodontogobius wilburi,NA,LC,NA,NA,NA,UM
193245,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,Eviota nebulosa,NA,LC,NA,NA,NA,UM
193606,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Diodon,Diodon eydouxii,NA,LC,NA,NA,NA,UM
193609,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Melichthys,Melichthys niger,NA,LC,NA,NA,NA,UM
193615,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Ranzania,Ranzania laevis,NA,LC,NA,NA,NA,UM
193634,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MOLIDAE,Masturus,Masturus lanceolatus,NA,LC,NA,NA,NA,UM
193642,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster axiologus,NA,LC,NA,NA,NA,UM
193656,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster bennetti,NA,LC,NA,NA,NA,UM
193662,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,Arothron meleagris,NA,LC,NA,NA,NA,UM
193663,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster jactator,NA,LC,NA,NA,NA,UM
193668,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Diodon,Diodon hystrix,NA,LC,NA,NA,NA,UM
193675,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster amboinensis,NA,LC,NA,NA,NA,UM
193699,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,Arothron hispidus,NA,LC,NA,NA,NA,UM
193716,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,Arothron reticularis,NA,LC,NA,NA,NA,UM
193749,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster coronata,NA,LC,NA,NA,NA,UM
193752,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,Chilomycterus reticulatus,NA,LC,NA,NA,NA,UM
193775,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,Canthigaster solandri,NA,LC,NA,NA,NA,UM
193804,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,Arothron nigropunctatus,NA,LC,NA,NA,NA,UM
193810,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Takifugu,Takifugu oblongus,NA,LC,NA,NA,NA,UM
193817,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Diodon,Diodon holocanthus,NA,LC,NA,NA,NA,UM
194289,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aphareus,Aphareus furca,NA,LC,NA,NA,NA,UM
194307,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Elops,Elops hawaiensis,NA,DD,NA,NA,NA,UM
194331,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,Pristipomoides filamentosus,NA,LC,NA,NA,NA,UM
194336,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lipocheilus,Lipocheilus carnolabrum,NA,LC,NA,NA,NA,UM
194337,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Lutjanus kasmira,NA,LC,NA,NA,NA,UM
194338,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Macolor,Macolor niger,NA,LC,NA,NA,NA,UM
194351,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,Pristipomoides auricilla,NA,LC,NA,NA,NA,UM
194360,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aphareus,Aphareus rutilans,NA,LC,NA,NA,NA,UM
194363,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Lutjanus bohar,NA,LC,NA,NA,NA,UM
194366,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,Pristipomoides sieboldii,NA,LC,NA,NA,NA,UM
194368,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,Pristipomoides argyrogrammicus,NA,LC,NA,NA,NA,UM
194371,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,Pristipomoides zonatus,NA,LC,NA,NA,NA,UM
194376,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Lutjanus monostigma,NA,LC,NA,NA,NA,UM
194377,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Lutjanus fulvus,NA,LC,NA,NA,NA,UM
194379,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aprion,Aprion virescens,NA,LC,NA,NA,NA,UM
194382,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,Etelis coruscans,NA,LC,NA,NA,NA,UM
194385,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Lutjanus gibbus,NA,LC,NA,NA,NA,UM
194992,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,IPNOPIDAE,Bathypterois,Bathypterois grallator,NA,LC,NA,NA,NA,UM
194993,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,CHLOROPHTHALMIDAE,Chlorophthalmus,Chlorophthalmus agassizi,NA,LC,NA,NA,NA,UM
195001,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,BATHYSAURIDAE,Bathysaurus,Bathysaurus mollis,NA,LC,NA,NA,NA,UM
195093,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Helicolenus,Helicolenus dactylopterus,NA,LC,NA,NA,NA,UM
195670,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Anarchias,Anarchias cantonensis,NA,LC,NA,NA,NA,UM
195671,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Anarchias,Anarchias leucurus,NA,LC,NA,NA,NA,UM
195673,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Anarchias,Anarchias seychellensis,NA,LC,NA,NA,NA,UM
195682,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Echidna,Echidna leucotaenia,NA,LC,NA,NA,NA,UM
195683,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Echidna,Echidna nebulosa,NA,LC,NA,NA,NA,UM
195686,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Echidna,Echidna unicolor,NA,LC,NA,NA,NA,UM
195689,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Enchelycore,Enchelycore bayeri,NA,LC,NA,NA,NA,UM
195692,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Enchelycore,Enchelycore kamara,NA,LC,NA,NA,NA,UM
195696,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Enchelycore,Enchelycore pardalis,NA,LC,NA,NA,NA,UM
195700,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnomuraena,Gymnomuraena zebra,NA,LC,NA,NA,NA,UM
195702,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax albimarginatus,NA,LC,NA,NA,NA,UM
195711,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax berndti,NA,LC,NA,NA,NA,UM
195712,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax breedeni,NA,LC,NA,NA,NA,UM
195716,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax chilospilus,NA,LC,NA,NA,NA,UM
195722,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax enigmaticus,NA,LC,NA,NA,NA,UM
195723,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax eurostus,NA,LC,NA,NA,NA,UM
195727,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax fimbriatus,NA,LC,NA,NA,NA,UM
195728,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax flavimarginatus,NA,LC,NA,NA,NA,UM
195732,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax fuscomaculatus,NA,LC,NA,NA,NA,UM
195733,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax gracilicauda,NA,LC,NA,NA,NA,UM
195741,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax javanicus,NA,LC,NA,NA,NA,UM
195743,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax kidako,NA,LC,NA,NA,NA,UM
195745,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax kontodontos,NA,LC,NA,NA,NA,UM
195749,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax margaritophorus,NA,LC,NA,NA,NA,UM
195753,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax melatremus,NA,LC,NA,NA,NA,UM
195754,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax meleagris,NA,LC,NA,NA,NA,UM
195760,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax monostigma,NA,LC,NA,NA,NA,UM
195768,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax nudivomer,NA,LC,NA,NA,NA,UM
195769,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax nuttingi,NA,LC,NA,NA,NA,UM
195775,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax pictus,NA,LC,NA,NA,NA,UM
