iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category,subspecies,rank,subpopulation,country_code
133673,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,Fungia paumotensis,NA,LC,NA,NA,NA,UM
133680,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Porites astreoides,NA,LC,NA,NA,NA,UM
133685,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Stylophora,Stylophora pistillata,NA,NT,NA,NA,NA,UM
133686,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,Leptoseris cailleti,NA,LC,NA,NA,NA,UM
133697,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,Turbinaria reniformis,NA,VU,NA,NA,NA,UM
133700,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,Montipora hoffmeisteri,NA,LC,NA,NA,NA,UM
133702,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,Pavona duerdeni,NA,LC,NA,NA,NA,UM
136584,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Homo,Homo sapiens,NA,LC,NA,NA,NA,UM
154623,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Cheilinus trilobatus,NA,LC,NA,NA,NA,UM
154628,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Uropterygius,Uropterygius fuscoguttatus,NA,LC,NA,NA,NA,UM
154788,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Hemitaurichthys,Hemitaurichthys thompsoni,NA,LC,NA,NA,NA,UM
154833,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Bothus,Bothus mancus,NA,LC,NA,NA,NA,UM
154960,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,Scarus oviceps,NA,LC,NA,NA,NA,UM
154974,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Xanthichthys,Xanthichthys mento,NA,LC,NA,NA,NA,UM
154999,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,Etelis carbunculus,NA,LC,NA,NA,NA,UM
155120,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso vlamingii,NA,LC,NA,NA,NA,UM
155130,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Caranx sexfasciatus,NA,LC,NA,NA,NA,UM
155190,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Simenchelys,Simenchelys parasitica,NA,LC,NA,NA,NA,UM
155314,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudocheilinus,Pseudocheilinus ocellatus,NA,LC,NA,NA,NA,UM
155320,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Nannobrachium,Nannobrachium gibbsi,NA,LC,NA,NA,NA,UM
158183,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Cyperus,Cyperus rotundus,NA,LC,NA,NA,NA,UM
161597,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,Alopias pelagicus,NA,EN,NA,NA,NA,UM
161696,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,Alopias superciliosus,NA,VU,NA,NA,NA,UM
161731,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Pteroplatytrygon,Pteroplatytrygon violacea,NA,LC,NA,NA,NA,UM
162899,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Amphitretus,Amphitretus pelagicus,NA,LC,NA,NA,NA,UM
162986,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Japetella,Japetella diaphana,NA,LC,NA,NA,NA,UM
162988,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Vitreledonella,Vitreledonella richardi,NA,LC,NA,NA,NA,UM
163055,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,Octopus cyanea,NA,LC,NA,NA,NA,UM
163080,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE,Argonauta,Argonauta argo,NA,LC,NA,NA,NA,UM
163085,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Nototodarus,Nototodarus hawaiiensis,NA,LC,NA,NA,NA,UM
163200,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Callistoctopus,Callistoctopus ornatus,NA,LC,NA,NA,NA,UM
163207,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ALLOPOSIDAE,Haliphron,Haliphron atlanticus,NA,LC,NA,NA,NA,UM
163211,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ARGONAUTIDAE,Argonauta,Argonauta hians,NA,LC,NA,NA,NA,UM
163312,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Bolitaena,Bolitaena pygmaea,NA,LC,NA,NA,NA,UM
164494,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Phragmites,Phragmites australis,NA,LC,NA,NA,NA,UM
165615,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon mertensii,NA,LC,NA,NA,NA,UM
165626,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Heniochus,Heniochus acuminatus,NA,LC,NA,NA,NA,UM
165631,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon auriga,NA,LC,NA,NA,NA,UM
165632,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon punctatofasciatus,NA,LC,NA,NA,NA,UM
165638,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon meyeri,NA,LC,NA,NA,NA,UM
165639,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Roa,Roa excelsa,NA,LC,NA,NA,NA,UM
165641,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon ornatissimus,NA,LC,NA,NA,NA,UM
165651,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon lunula,NA,LC,NA,NA,NA,UM
165652,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Heniochus,Heniochus varius,NA,LC,NA,NA,NA,UM
165653,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon pelewensis,NA,LC,NA,NA,NA,UM
165655,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon multicinctus,NA,LC,NA,NA,NA,UM
165662,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon fremblii,NA,LC,NA,NA,NA,UM
165665,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon ulietensis,NA,LC,NA,NA,NA,UM
165667,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Forcipiger,Forcipiger longirostris,NA,LC,NA,NA,NA,UM
165668,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon citrinellus,NA,LC,NA,NA,NA,UM
165669,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon lineolatus,NA,LC,NA,NA,NA,UM
165672,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Hemitaurichthys,Hemitaurichthys polylepis,NA,LC,NA,NA,NA,UM
165678,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon quadrimaculatus,NA,LC,NA,NA,NA,UM
165681,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon ephippium,NA,LC,NA,NA,NA,UM
165683,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Heniochus,Heniochus diphreutes,NA,LC,NA,NA,NA,UM
165686,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon bennetti,NA,DD,NA,NA,NA,UM
165698,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon tinkeri,NA,LC,NA,NA,NA,UM
165704,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon lunulatus,NA,LC,NA,NA,NA,UM
165708,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon declivis,NA,LC,NA,NA,NA,UM
165712,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon trifascialis,NA,NT,NA,NA,NA,UM
165713,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon reticulatus,NA,DD,NA,NA,NA,UM
165714,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon unimaculatus,NA,LC,NA,NA,NA,UM
165716,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Forcipiger,Forcipiger flavissimus,NA,LC,NA,NA,NA,UM
165721,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon miliaris,NA,LC,NA,NA,NA,UM
165725,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,Chaetodon semeion,NA,LC,NA,NA,NA,UM
165823,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge nahackyi,NA,NT,NA,NA,NA,UM
165828,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge fisheri,NA,LC,NA,NA,NA,UM
165834,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,Apolemichthys arcuatus,NA,LC,NA,NA,NA,UM
165841,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Apolemichthys,Apolemichthys xanthopunctatus,NA,LC,NA,NA,NA,UM
165848,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge heraldi,NA,LC,NA,NA,NA,UM
165852,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Paracentropyge,Paracentropyge multifasciata,NA,LC,NA,NA,NA,UM
165858,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge interruptus,NA,LC,NA,NA,NA,UM
165860,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge vrolikii,NA,LC,NA,NA,NA,UM
165862,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Pomacanthus,Pomacanthus imperator,NA,LC,NA,NA,NA,UM
165871,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge bispinosa,NA,LC,NA,NA,NA,UM
165878,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge flavissima,NA,LC,NA,NA,NA,UM
165885,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Pygoplites,Pygoplites diacanthus,NA,LC,NA,NA,NA,UM
165896,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge multicolor,NA,LC,NA,NA,NA,UM
165897,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge nigriocellus,NA,LC,NA,NA,NA,UM
165899,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge potteri,NA,LC,NA,NA,NA,UM
165902,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Centropyge bicolor,NA,LC,NA,NA,NA,UM
166929,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Echidna,Echidna polyzona,NA,LC,NA,NA,NA,UM
166942,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax buroensis,NA,LC,NA,NA,NA,UM
166947,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Lagocephalus,Lagocephalus sceleratus,NA,LC,NA,NA,NA,UM
168638,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Isachne,Isachne globosa,NA,LC,NA,NA,NA,UM
168983,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Paspalum,Paspalum scrobiculatum,NA,LC,NA,NA,NA,UM
169015,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Halophila,Halophila ovalis,NA,LC,NA,NA,NA,UM
169043,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Brachiaria,Brachiaria reptans,NA,LC,NA,NA,NA,UM
169951,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALINURIDAE,Panulirus,Panulirus penicillatus,NA,LC,NA,NA,NA,UM
170063,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Arctides,Arctides regalis,NA,LC,NA,NA,NA,UM
170309,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Kajikia,Kajikia audax,NA,NT,NA,NA,NA,UM
170310,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Katsuwonus,Katsuwonus pelamis,NA,LC,NA,NA,NA,UM
170312,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Istiompax,Istiompax indica,NA,DD,NA,NA,NA,UM
170314,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Makaira,Makaira nigricans,NA,VU,NA,NA,NA,UM
170315,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Tetrapturus,Tetrapturus angustirostris,NA,DD,NA,NA,NA,UM
170338,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ISTIOPHORIDAE,Istiophorus,Istiophorus platypterus,NA,LC,NA,NA,NA,UM
170344,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Auxis,Auxis thazard,NA,LC,NA,NA,NA,UM
170345,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Euthynnus,Euthynnus alletteratus,NA,LC,NA,NA,NA,UM
170350,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CORYPHAENIDAE,Coryphaena,Coryphaena equiselis,NA,LC,NA,NA,NA,UM
170355,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Auxis,Auxis rochei,NA,LC,NA,NA,NA,UM
170357,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Scomber,Scomber colias,NA,LC,NA,NA,NA,UM
173327,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,CYMODOCEACEAE,Halodule,Halodule pinifolia,NA,LC,NA,NA,NA,UM
173328,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,CYMODOCEACEAE,Halodule,Halodule uninervis,NA,LC,NA,NA,NA,UM
173331,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Enhalus,Enhalus acoroides,NA,LC,NA,NA,NA,UM
173332,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,CYMODOCEACEAE,Syringodium,Syringodium isoetifolium,NA,LC,NA,NA,NA,UM
173352,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Halophila,Halophila decipiens,NA,LC,NA,NA,NA,UM
173358,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,CYMODOCEACEAE,Cymodocea,Cymodocea serrulata,NA,LC,NA,NA,NA,UM
173363,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,CYMODOCEACEAE,Cymodocea,Cymodocea rotundata,NA,LC,NA,NA,NA,UM
173364,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Thalassia,Thalassia hemprichii,NA,LC,NA,NA,NA,UM
173376,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Halophila,Halophila minor,NA,LC,NA,NA,NA,UM
174486,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,TREMOCTOPODIDAE,Tremoctopus,Tremoctopus gracilis,NA,LC,NA,NA,NA,UM
176130,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,Hemidactylus frenatus,NA,LC,NA,NA,NA,UM
176738,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Hydrophis,Hydrophis platurus,NA,LC,NA,NA,NA,UM
177110,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Acrostichum,Acrostichum aureum,NA,LC,NA,NA,NA,UM
177949,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus strigosus,NA,LC,NA,NA,NA,UM
177950,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso lituratus,NA,LC,NA,NA,NA,UM
177951,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso tonganus,NA,LC,NA,NA,NA,UM
177955,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus binotatus,NA,LC,NA,NA,NA,UM
177957,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus maculiceps,NA,LC,NA,NA,NA,UM
177958,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus cyanocheilus,NA,LC,NA,NA,NA,UM
177960,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus achilles,NA,LC,NA,NA,NA,UM
177961,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nubilus,NA,LC,NA,NA,NA,UM
177964,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus marginatus,NA,LC,NA,NA,NA,UM
177965,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus triostegus,NA,LC,NA,NA,NA,UM
177967,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus mata,NA,LC,NA,NA,NA,UM
177969,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nigricans,NA,LC,NA,NA,NA,UM
177970,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso unicornis,NA,LC,NA,NA,NA,UM
177971,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus blochii,NA,LC,NA,NA,NA,UM
177972,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Paracanthurus,Paracanthurus hepatus,NA,LC,NA,NA,NA,UM
177980,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso thynnoides,NA,LC,NA,NA,NA,UM
177981,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus dussumieri,NA,LC,NA,NA,NA,UM
177989,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus xanthopterus,NA,LC,NA,NA,NA,UM
177990,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso brevirostris,NA,LC,NA,NA,NA,UM
177991,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus olivaceus,NA,LC,NA,NA,NA,UM
177993,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus lineatus,NA,LC,NA,NA,NA,UM
177994,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus leucocheilus,NA,LC,NA,NA,NA,UM
177995,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus guttatus,NA,LC,NA,NA,NA,UM
177999,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nigroris,NA,LC,NA,NA,NA,UM
178001,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Zebrasoma rostratum,NA,DD,NA,NA,NA,UM
178002,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso hexacanthus,NA,LC,NA,NA,NA,UM
178005,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Zebrasoma scopas,NA,LC,NA,NA,NA,UM
178008,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus thompsoni,NA,LC,NA,NA,NA,UM
178010,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Zebrasoma veliferum,NA,LC,NA,NA,NA,UM
178011,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus leucopareius,NA,LC,NA,NA,NA,UM
178012,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus striatus,NA,LC,NA,NA,NA,UM
178013,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Naso caesius,NA,LC,NA,NA,NA,UM
178014,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus hawaiiensis,NA,LC,NA,NA,NA,UM
178015,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Zebrasoma flavescens,NA,LC,NA,NA,NA,UM
178017,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nigricauda,NA,LC,NA,NA,NA,UM
178018,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Ctenochaetus flavicauda,NA,LC,NA,NA,NA,UM
178019,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus nigrofuscus,NA,LC,NA,NA,NA,UM
178022,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Acanthurus pyroferus,NA,LC,NA,NA,NA,UM
178284,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,Anolis longiceps,NA,VU,NA,NA,NA,UM
178798,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Laguncularia,Laguncularia racemosa,NA,LC,NA,NA,NA,UM
178806,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Conocarpus,Conocarpus erectus,NA,LC,NA,NA,NA,UM
178810,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Acrostichum,Acrostichum danaeifolium,NA,LC,NA,NA,NA,UM
178811,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,AVICENNIACEAE,Avicennia,Avicennia germinans,NA,LC,NA,NA,NA,UM
178838,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE,Pemphis,Pemphis acidula,NA,LC,NA,NA,NA,UM
178843,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Bruguiera,Bruguiera sexangula,NA,LC,NA,NA,NA,UM
178851,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,Rhizophora mangle,NA,LC,NA,NA,NA,UM
178932,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Enneapterygius tutuilae,NA,LC,NA,NA,NA,UM
179062,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Enneapterygius nigricauda,NA,LC,NA,NA,NA,UM
